descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
Apartamento com 2 dormitórios à venda, 35 m² por R$ 180.000,00 - Bigorrilho - Curitiba/PR;;['44'];[2];[1];[0];180000;400;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-35m2-venda-RS180000-id-2532742108/
Apartamento com 2 dormitórios à venda, 59 m² por R$ 375.391,00 - Capão Raso - Curitiba/PR;;['88'];[2];[2];[1];375391;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-capao-raso-bairros-curitiba-com-garagem-60m2-venda-RS375391-id-2536006447/
Apartamento com 4 dormitórios à venda, 131 m² por R$ 550.000,00 - Centro - Curitiba/PR;Rua Desembargador MottaCuritibaParaná;['218'];[4];[3];[2];550000;1036;https://www.vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-curitiba-com-garagem-131m2-venda-RS550000-id-2526206178/
TINGUI - 3 quartos. 1 suíte. 68,54 m². Churrasqueira na sacada. 1 vaga. R$ 433.900,00. Entrega 12/20;Rua João Batista TrentinCuritibaParaná;['68'];[3];[2];[1];433900;;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tingui-bairros-curitiba-com-garagem-68m2-venda-RS433900-id-2484164375/
Apartamento no Batel com 02 quartos-1769-HABITEC;Alameda Dom Pedro IICuritibaParaná;['62'];[2];[2];[1];430000;;https://www.vivareal.com.br/imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-62m2-venda-RS430000-id-2530726257/
EDIFÍCIO MARSALA;;['106'];[4];[2];[2];450000;522;https://www.vivareal.com.br/imovel/apartamento-4-quartos-boa-vista-bairros-curitiba-com-garagem-106m2-venda-RS450000-id-2536634316/
Lindo Apartamento no Rebouças ,24º andar , vista maravilhosa,364m²;Avenida Silva JardimCuritibaParaná;['519'];[4];[5];[4];2390000;1200;https://www.vivareal.com.br/imovel/apartamento-4-quartos-reboucas-bairros-curitiba-com-garagem-364m2-venda-RS2390000-id-2431210208/
Curitiba - Apartamento Padrão - Centro;;['155'];[3];[3];[1];597000;1000;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-136m2-venda-RS597000-id-2532780104/
APARTAMENTO DE 2 QUARTOS (53m²) |CAMPO COMPRIDO|RESIDENCIAL MORADAS DO SOL;Rua Rosamélia de OliveiraCuritibaParaná;['65'];[2];[1];[1];148997;1;https://www.vivareal.com.br/imovel/apartamento-2-quartos-campo-comprido-bairros-curitiba-com-garagem-53m2-venda-RS148997-id-2519915186/
Curitiba - Apartamento Padrão - Ahú;;['330'];[3];[3];[2];1590000;185002;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-240m2-venda-RS1590000-id-2518999308/
APARTAMENTO com 3 dormitórios à venda com 189.77m² por R$ 1.280.383,95 no bairro Ecoville - CURITIBA;Rua Ângelo NabosneCuritibaParaná;['189'];[3];[2];[2];1280383;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-130m2-venda-RS1280383-id-2517767117/
Ed. Applause - 4 Quartos 2 vagas, sacada com churrasqueira Apartamento à venda, Batel, Curitiba, PR;Rua Professora Ivette Fonseca de SiqueiraCuritibaParaná;['258'];[4];[5];[2];1090000;863;https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-180m2-venda-RS1090000-id-2532796675/
Apartamento para Venda em Curitiba, HAUER, 2 dormitórios, 1 banheiro, 1 vaga;Rua Oliveira VianaCuritibaParaná;['67'];[2];[1];[1];239900;400;https://www.vivareal.com.br/imovel/apartamento-2-quartos-hauer-bairros-curitiba-com-garagem-67m2-venda-RS239900-id-2521748775/
Apartamento com 03 quartos no Champagnat-1708-HABITEC;Rua Gastão CâmaraCuritibaParaná;['108'];[3];[3];[1];550000;;https://www.vivareal.com.br/imovel/apartamento-3-quartos-champagnat-bairros-curitiba-com-garagem-108m2-venda-RS550000-id-2537728108/
Apartamento com 2 dormitórios à venda, 86 m² por R$ 550.000,00 - Boqueirão - Curitiba/PR;Rua Paulo SetúbalCuritibaParaná;['116'];[2];[2];[2];550000;472;https://www.vivareal.com.br/imovel/apartamento-2-quartos-boqueirao-bairros-curitiba-com-garagem-87m2-venda-RS550000-id-2529694130/
EDIFÍCIO DENMARK;Rua Quintino BocaiúvaCuritibaParaná;[];[3];[5];[3];2969600;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-229m2-venda-RS2969600-id-2518889794/
Apartamento Duplex com 3 dormitórios, 124 m² - venda por R$ 450.000,00 ou aluguel por R$ 2.000,00/mê;Rua Vereador Antônio dos Reis CavalheiroCuritibaParaná;['146'];[3];[2];[2];2000;550;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-124m2-venda-RS450000-id-2536249004/
Apartamento novo á venda, 168 m2 privativos, com 3 suítes / 3 vagas e depósito;Rua Campos SalesCuritibaParaná;['233'];[3];[5];[3];1478000;1350;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-168m2-venda-RS1478000-id-2483192083/
Apartamento com 3 dormitórios à venda, 101 m² - Novo Mundo - Curitiba/PR;;['119'];[3];[2];[2];415000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-novo-mundo-bairros-curitiba-com-garagem-101m2-venda-RS415000-id-2517659517/
Apartamento no Batel - ARYA 1;Rua Buenos AiresCuritibaParaná;['161'];[3];[2];[1];550000;700;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-120m2-venda-RS550000-id-2492066922/
APARTAMENTO com 2 dormitórios à venda com 53.8m² por R$ 192.000,00 no bairro Cristo Rei - CURITIBA /;Rua Prefeito Ângelo Ferrário LopesCuritibaParaná;['53'];[2];[1];[0];192000;250;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-38m2-venda-RS192000-id-2519815710/
Apartamento com 4 dormitórios à venda, 241 m² por R$ 980.000,00 - Bigorrilho - Curitiba/PR;Avenida Cândido HartmannCuritibaParaná;['309'];[4];[3];[2];980000;0;https://www.vivareal.com.br/imovel/apartamento-4-quartos-bigorrilho-bairros-curitiba-com-garagem-241m2-venda-RS980000-id-2529877975/
Apartamento para venda com 43 metros quadrados com 2 quartos em Campo Comprido - Curitiba - PR;Rua Padre AnchietaCuritibaParaná;['52'];[2];[1];[];219000;380;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-43m2-venda-RS219000-id-2525714773/
Apartamento com 2 dormitórios à venda, 50 m² por R$ 235.000,00 - Santa Cândida - Curitiba/PR;Rua dos ProvérbiosCuritibaParaná;['69'];[2];[1];[1];235000;215;https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-candida-bairros-curitiba-com-garagem-50m2-venda-RS235000-id-2537041525/
CURITIBA - Apartamento Padrão - Cristo Rei;;['86'];[2];[1];[1];450000;72466;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-com-garagem-67m2-venda-RS450000-id-2536579345/
Apartamento de 3 dormitórios/Suíte no Água Verde!!;Rua CastroCuritibaParaná;['112'];[3];[2];[1];390000;253;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-76m2-venda-RS390000-id-2518458481/
Apartamento com 2 dormitórios à venda, 40 m² por R$ 120.000,00 - Cidade Industrial de Curitiba - Cur;;['45'];[2];[1];[1];120000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-bairros-curitiba-com-garagem-40m2-venda-RS120000-id-2527909768/
Apartamento com 2 quartos no Apartamento no Centro - Ref.: 720 - Bairro Centro em Curitiba;Rua Doutor PedrosaCuritibaParaná;['73'];[2];[1];[1];340000;400;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-com-garagem-60m2-venda-RS340000-id-2504053912/
Apartamento no Juvevê - ARYA 1;Rua Barão de GuaraúnaCuritibaParaná;['240'];[4];[5];[2];850000;920;https://www.vivareal.com.br/imovel/apartamento-4-quartos-juveve-bairros-curitiba-com-garagem-157m2-venda-RS850000-id-2536465276/
Curitiba - Apartamento Padrão - Bacacheri;;['215'];[3];[4];[2];1350000;830;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-131m2-venda-RS1350000-id-2520039443/
Apartamento com 2 dormitórios à venda, 58 m² por R$ 354.000,00 - Boa Vista - Curitiba/PR;Rua Carlos Garibaldi BiazettoCuritibaParaná;['58'];[2];[2];[1];354000;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-vista-bairros-curitiba-com-garagem-58m2-venda-RS354000-id-2530371417/
Apartamento com peças amplas e bem localizado;Rua Simão BolivarCuritibaParaná;['179'];[3];[3];[1];495000;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-125m2-venda-RS495000-id-2523651301/
Belíssimo apartamento pronto para morar no água verde;Travessa Ferreira do AmaralCuritibaParaná;['124'];[3];[3];[1];680000;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-99m2-venda-RS680000-id-2518497592/
Apartamento 3 dormitórios - 1 suíte - 111m2 - 2 vagas - Juvevê - Curitiba;Rua Bom JesusCuritibaParaná;[];[3];[1];[2];962525;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-111m2-venda-RS962525-id-2533720594/
Apto 3 dorm (1 suíte), lavabo, cozinha em conceito aberto 2vagas Alto padrão Rua tranquila;Rua Desembargador Otávio do AmaralCuritibaParaná;['214'];[3];[3];[2];1182632;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-112m2-venda-RS1182632-id-2496509019/
Curitiba - Apartamento Padrão - Batel;Avenida Visconde de GuarapuavaCuritibaParaná;['158'];[3];[3];[1];643500;768;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-113m2-venda-RS643500-id-2529853956/
APARTAMENTO com 3 dormitórios à venda com 184.05m² por R$ 640.000,00 no bairro Água Verde - CURITIBA;Avenida IguaçuCuritibaParaná;['184'];[3];[2];[2];640000;742;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-126m2-venda-RS640000-id-2524613388/
CURITIBA - Apartamento Padrão - Centro;;['148'];[3];[2];[1];335000;950;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-104m2-venda-RS335000-id-2536621187/
Apto à venda de 104 m² internos, 3 quartos, 2 suítes, 2 vagas no Champagnat - Curitiba - PR;Rua Marechal José Bernardino BormannCuritibaParaná;['190'];[3];[3];[2];597000;1027;https://www.vivareal.com.br/imovel/apartamento-3-quartos-champagnat-bairros-curitiba-com-garagem-104m2-venda-RS597000-id-2502021320/
Apartamento finamente decorado em uma configuração moderna;Rua Coronel Pedro Scherer SobrinhoCuritibaParaná;['219'];[2];[3];[2];860000;630;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-com-garagem-113m2-venda-RS860000-id-2504802883/
APARTAMENTO com 3 dormitórios à venda com 140m² por R$ 550.000,00 no bairro Batel - CURITIBA / PR;Rua Teixeira CoelhoCuritibaParaná;['140'];[3];[2];[1];550000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-101m2-venda-RS550000-id-2520107692/
Lindo apartamento de alto padrão 83m² à venda bairro São Francisco!;Alameda Princesa IzabelCuritibaParaná;['118'];[3];[3];[1];775000;200;https://www.vivareal.com.br/imovel/apartamento-3-quartos-sao-francisco-bairros-curitiba-com-garagem-92m2-venda-RS775000-id-2535768531/
Apartamento à venda, 31 m² por R$ 209.000 - Centro - Curitiba/PR;Rua General CarneiroCuritibaParaná;['31'];[1];[1];[0];209000;0;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-31m2-venda-RS209000-id-2527458087/
Excelente apartamento 01 quarto com Gar 61m² Alçto da Glória R$ 220.000 Quitado;Avenida João GualbertoCuritibaParaná;['61'];[1];[1];[1];220000;303;https://www.vivareal.com.br/imovel/apartamento-1-quartos-alto-da-gloria-bairros-curitiba-com-garagem-61m2-venda-RS220000-id-2529094697/
Apto 3 Quartos na João Bettega Portão Ótima localização;Rua João BettegaCuritibaParaná;['59'];[3];[1];[1];239000;390;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-59m2-venda-RS239000-id-2534579182/
Apartamento com 2 dormitórios à venda com 101.25m² por R$ 197.000,00 no bairro Xaxim - CURITIBA / PR;Rua Francisco DerossoCuritibaParaná;['101'];[2];[2];[1];197000;347;https://www.vivareal.com.br/imovel/apartamento-2-quartos-xaxim-bairros-curitiba-com-garagem-55m2-venda-RS197000-id-2537005305/
Cobertura duplex á venda no Água Verde, 352m2 privativos 4(suites)R$5.185.000 entrega p/outubro 2021;Travessa Percy WithersCuritibaParaná;['619'];[4];[6];[4];5190000;2000;https://www.vivareal.com.br/imovel/cobertura-4-quartos-agua-verde-bairros-curitiba-com-garagem-352m2-venda-RS5190000-id-2526308929/
Apartamento com 126m² Privativos, 3 Dormitórios e 2 Vagas de garagem.;Rua Ângelo NabosneCuritibaParaná;['184'];[3];[4];[2];1246271;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-127m2-venda-RS1246271-id-2528254717/
Apartamento para Venda em Curitiba, Uberaba, 3 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Coronel José Carvalho de OliveiraCuritibaParaná;['126'];[3];[2];[1];405000;250;https://www.vivareal.com.br/imovel/apartamento-3-quartos-uberaba-bairros-curitiba-com-garagem-86m2-venda-RS405000-id-2525506983/
CURITIBA - Apartamento Padrão - Água Verde;Rua Brasílio ItiberêCuritibaParaná;['70'];[2];[1];[0];270000;250;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-50m2-venda-RS270000-id-2525504706/
APARTAMENTO COM 3 QUARTOS NO AGUA VERDE COM VAGA LIVRE.;Avenida IguaçuCuritibaParaná;['108'];[3];[2];[1];310000;315;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-80m2-venda-RS310000-id-2517162475/
Excelente oportunidade no Cristo Rei!!;Rua Doutor Leônidas do Amaral FerreiraCuritibaParaná;['179'];[3];[3];[2];749909;550;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-98m2-venda-RS749909-id-2528180791/
Curitiba - Apartamento Padrão - Mossunguê;;['360'];[3];[4];[3];2060170;1200;https://www.vivareal.com.br/imovel/apartamento-3-quartos-mossungue-bairros-curitiba-com-garagem-243m2-venda-RS2060170-id-2534192604/
Imóvel para venda tem 66 metros quadrados com 2 quartos em São Francisco - Curitiba - Paraná;Praça do RedentorCuritibaParaná;[];[2];[1];[1];265000;275;https://www.vivareal.com.br/imovel/apartamento-2-quartos-sao-francisco-bairros-curitiba-com-garagem-66m2-venda-RS265000-id-2509619274/
Apartamento para venda possui 121 metros quadrados com 3 quartos em Cristo Rei - Curitiba - PR;Rua Reinaldino Schaffenberg de QuadrosCuritibaParaná;[];[3];[3];[2];1314999;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-121m2-venda-RS1314999-id-2536110660/
Apartamento com 3 dormitórios à venda, 116 m² - Centro - Curitiba/PR;Rua Nunes MachadoCuritibaParaná;['167'];[3];[2];[1];685000;660;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-116m2-venda-RS685000-id-2534188753/
Apartamento para venda tem 89 metros quadrados com 3 quartos em Alto da Rua XV - Curitiba - PR;Rua Ubaldino do AmaralCuritibaParaná;['149'];[3];[3];[2];811516;460;https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-rua-xv-bairros-curitiba-com-garagem-89m2-venda-RS811516-id-2494152278/
Curitiba - Apartamento Padrão - Mercês;Rua Padre AnchietaCuritibaParaná;['209'];[3];[4];[2];4600;1400;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-132m2-venda-RS980000-id-2478660584/
Curitiba - Apartamento Padrão - Cristo Rei;;['87'];[3];[2];[2];776790;600;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-87m2-venda-RS776790-id-2531008385/
3 dormitórios - 2 suítes;Rua Brigadeiro FrancoCuritibaParaná;['160'];[3];[3];[2];1320000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-121m2-venda-RS1320000-id-2513480394/
CURITIBA - Apartamento Padrão - CABRAL;;['169'];[2];[1];[];820000;445;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabral-bairros-curitiba-75m2-venda-RS820000-id-2533900192/
APARTAMENTO com 2 dormitórios à venda com 42m² por R$ 132.000,00 no bairro Boqueirão - CURITIBA / PR;Rua Pastor Antônio PolitoCuritibaParaná;['42'];[2];[1];[1];132000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-boqueirao-bairros-curitiba-com-garagem-42m2-venda-RS132000-id-2526077262/
Apartamento para Venda em Curitiba, Mossunguê, 3 dormitórios, 1 suíte, 2 banheiros, 2 vagas;Rua Monsenhor Ivo ZanlorenziCuritibaParaná;['152'];[3];[2];[2];690000;800;https://www.vivareal.com.br/imovel/apartamento-3-quartos-mossungue-bairros-curitiba-com-garagem-95m2-venda-RS690000-id-2535714980/
Apartamento para venda com 73 metros quadrados com 3 quartos em Novo Mundo - Curitiba - Paraná;Rua Agostinho BrusamolinCuritibaParaná;['73'];[3];[2];[2];340000;320;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cidade-industrial-bairros-curitiba-com-garagem-73m2-venda-RS340000-id-2531891485/
Apartamento para Venda em Curitiba, Cristo Rei, 2 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua SchillerCuritibaParaná;['188'];[2];[2];[1];440000;;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-com-garagem-73m2-venda-RS440000-id-2509636001/
APARTAMENTO com 3 dormitórios à venda com 112.28m² por R$ 299.000,00 no bairro Água Verde - CURITIBA;Rua Monsenhor Manoel VicenteCuritibaParaná;['112'];[3];[1];[1];299000;350;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-68m2-venda-RS299000-id-2527248121/
Apartamento com 3 dormitórios à venda, 58 m² por R$ 249.000,00 - Santa Cândida - Curitiba/PR;Estrada de Santa CândidaCuritibaParaná;['69'];[3];[1];[1];249000;2;https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-candida-bairros-curitiba-com-garagem-59m2-venda-RS249000-id-2513399794/
Curitiba - Apartamento Padrão - Novo Mundo;Rua Eduardo Carlos PereiraCuritibaParaná;['82'];[4];[2];[2];295000;430;https://www.vivareal.com.br/imovel/apartamento-4-quartos-novo-mundo-bairros-curitiba-com-garagem-74m2-venda-RS295000-id-2529691079/
APARTAMENTO com 3 dormitórios à venda com 119m² por R$ 325.000,00 no bairro Pinheirinho - CURITIBA /;;['119'];[3];[1];[1];325000;250;https://www.vivareal.com.br/imovel/apartamento-3-quartos-pinheirinho-bairros-curitiba-com-garagem-71m2-venda-RS325000-id-2536882279/
Apartamento no Cabral Pronto p/ morar - 03 Quartos - 1 Suíte | 2 Vagas | 91 m² - Condomínio Clube;Avenida ParanáCuritibaParaná;[];[3];[2];[2];706000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-91m2-venda-RS706000-id-2521815816/
Apartamento residencial para venda, Ahú, Curitiba - AP5388.;Rua Vereador Washington MansurCuritibaParaná;['95'];[3];[2];[2];815000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-95m2-venda-RS815000-id-2507557949/
APARTAMENTO com 2 dormitórios à venda com 98m² por R$ 259.200,00 no bairro Capão Raso - CURITIBA / P;Rua José ZaleskiCuritibaParaná;['98'];[2];[1];[1];259200;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-capao-raso-bairros-curitiba-com-garagem-50m2-venda-RS259200-id-2534756623/
CURITIBA - Apartamento Padrão - Mercês;;['251'];[3];[5];[4];2390000;1560;https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-199m2-venda-RS2390000-id-2536580182/
Apartamento CENTRO;Avenida Visconde de GuarapuavaCuritibaParaná;['137'];[2];[1];[2];740000;900;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-com-garagem-89m2-venda-RS740000-id-2535747488/
Amplo e perfeito apartamento no Juvevê;Rua Barão dos Campos GeraisCuritibaParaná;['190'];[3];[4];[2];1100000;1280;https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-162m2-venda-RS1100000-id-2537020606/
Apartamento com 2 dormitórios, 60 m² - venda por R$ 450.000,00 ou aluguel por R$ 2.500,00/mês - Port;;['60'];[2];[1];[1];2500;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-60m2-venda-RS450000-id-2513606650/
Apê 2 Quartos Com Vaga Bem no Centro De Curitiba!;Rua Saldanha MarinhoCuritibaParaná;['60'];[2];[1];[1];240000;200;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-com-garagem-46m2-venda-RS240000-id-2520754639/
Apartamento para Venda em Curitiba, Água Verde, 3 dormitórios, 1 suíte, 2 banheiros, 1 vaga;Rua Álvaro AndradeCuritibaParaná;['94'];[3];[2];[1];425000;660;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-77m2-venda-RS425000-id-2531563988/
More em um dos melhores bairros da cidade!;Alameda Princesa IzabelCuritibaParaná;['97'];[3];[1];[1];420000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-77m2-venda-RS420000-id-2535389880/
Apto 3 dormitórios 93m² pronto no Batel esquina shopping;Avenida Visconde de GuarapuavaCuritibaParaná;[];[3];[3];[1];810000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-93m2-venda-RS810000-id-2463049756/
Excelente apartamento à venda, localizado no bairro Alto da Glória - Curitiba - PR;Rua Ubaldino do AmaralCuritibaParaná;['90'];[3];[1];[0];360000;580;https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-71m2-venda-RS360000-id-2512779316/
Apartamento para venda possui 48 metros quadrados com 2 quartos em Tatuquara - Curitiba - PR;Avenida Pero Vaz de CaminhaCuritibaParaná;['48'];[2];[1];[1];115000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-tatuquara-bairros-curitiba-com-garagem-48m2-venda-RS115000-id-2520374813/
Cabral Hills;Rua CanadáCuritibaParaná;['125'];[3];[3];[2];808909;650;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-104m2-venda-RS808909-id-2528180987/
Um legado uma história, FiFTY CABRAL!;Avenida ParanáCuritibaParaná;[];[3];[3];[2];1191031;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-131m2-venda-RS1191031-id-2520779216/
Curitiba - Apartamento Padrão - Portão;;['130'];[3];[3];[1];450000;715;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-109m2-venda-RS450000-id-2529658482/
Apartamento 4 Suítes (1 Suíte Master) Palais Suisse Cabral - Curitiba;Rua Vereador Garcia Rodrigues VelhoCuritibaParaná;['505'];[4];[5];[3];3100000;3000;https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabral-bairros-curitiba-com-garagem-246m2-venda-RS3100000-id-2512674602/
Apartamento Rebouças com 92 metros 3 quartos sendo 1 suíte e 2 vagas;Rua Brasílio ItiberêCuritibaParaná;['150'];[3];[2];[2];305000;750;https://www.vivareal.com.br/imovel/apartamento-3-quartos-reboucas-bairros-curitiba-com-garagem-93m2-venda-RS305000-id-2513131178/
APARTAMENTOPRONTO PARA MORAR 100% DECORADO C/ ELETROS;Rua Abel ScuissiatoCuritibaParaná;['120'];[2];[2];[2];495000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-guaira-bairros-curitiba-com-garagem-65m2-venda-RS495000-id-2537136478/
APTO VENDA NA RUA URBANO LOPES NO CRISTO REI COM 3 DORMS;Rua Urbano LopesCuritibaParaná;['136'];[3];[2];[1];430000;484;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-93m2-venda-RS430000-id-2516946036/
Apartamento com 3 dormitórios, 72 m² - venda por R$ 260.000,00 ou aluguel por R$ 1.200,00/mês - Camp;Rua Alcides SillCuritibaParaná;['93'];[3];[1];[1];1200;350;https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-72m2-venda-RS260000-id-2537734278/
Em obras - Apartamentos a venda Bless Cabral , empreendimento residencial em Curitiba;Rua Coronel Amazonas MarcondesCuritibaParaná;[];[2];[2];[1];806461;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cabral-bairros-curitiba-com-garagem-82m2-venda-RS806461-id-2518468582/
Ed. Idelfonso França - 2 quartos localização central Apartamento à venda, Centro, Curitiba, PR;Rua João NegrãoCuritibaParaná;[];[2];[1];[0];120000;411;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-66m2-venda-RS120000-id-2534933519/
APARTAMENTO com 2 dormitórios à venda com 87m² por R$ 230.000,00 no bairro Rebouças - CURITIBA / PR;Avenida Marechal Floriano PeixotoCuritibaParaná;['87'];[2];[1];[0];230000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-reboucas-bairros-curitiba-57m2-venda-RS230000-id-2527291858/
Apartamento com 3 dormitórios à venda, 60 m² por R$ 185.000,00 - Fazendinha - Curitiba/PR;Rua João DembinskiCuritibaParaná;['66'];[3];[1];[2];185000;280;https://www.vivareal.com.br/imovel/apartamento-3-quartos-fazendinha-bairros-curitiba-com-garagem-60m2-venda-RS185000-id-2537054079/
Apartamento com 3 dormitórios à venda, 59 m² por R$ 207.000,00 - Novo Mundo - Curitiba/PR;;['69'];[3];[1];[1];207000;350;https://www.vivareal.com.br/imovel/apartamento-3-quartos-novo-mundo-bairros-curitiba-com-garagem-59m2-venda-RS207000-id-2535195391/
Curitiba - Apartamento Padrão - Cristo Rei;Rua do HervalCuritibaParaná;['136'];[3];[2];[2];599000;428;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-81m2-venda-RS599000-id-2523957707/
Apartamento usado em Sítio Cercado - Curitiba;Rua MandiritubaCuritibaParaná;['42'];[2];[1];[1];160000;300;https://www.vivareal.com.br/imovel/apartamento-2-quartos-sitio-cercado-bairros-curitiba-com-garagem-42m2-venda-RS160000-id-2533177783/
APARTAMENTO DE 3 QUARTOS, SENDO 1 SUÍTE À VENDA NO ÁGUA VERDE;Rua Mato GrossoCuritibaParaná;['87'];[3];[2];[1];395000;493;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-87m2-venda-RS395000-id-2515081080/
